# connections,p50,p75,p95
694,0.916062319,1.026683426,1.07842527
695,1.723172157,2.00750822,2.123443436
696,1.528791638,1.579316793,1.6252461870000001
697,1.883528186,2.073039143,2.100812582
698,0.836341361,0.859817732,0.869575541
699,1.016133691,1.369531046,1.4558109080000001
700,0.908976299,0.987103781,0.996003407
701,1.426214156,1.49548576,1.561025492
702,1.9676980899999998,2.048472489,2.063340716
703,0.904146058,0.924346833,0.934886518
704,1.205809029,1.540235545,1.6078206179999999
705,1.005102024,1.014939665,1.054895987
706,0.91662068,1.100318589,1.15463983
707,1.054111778,1.0903097449999999,1.155250656
708,2.398136471,2.47643373,2.529752502
709,2.523156462,2.532313145,2.5554104090000003
710,2.633838027,2.655929376,2.668688329
711,2.527160974,2.635931173,2.667605143
712,2.5085453429999998,2.607411903,2.646191647
713,2.676505952,2.706836785,2.760117379
714,2.302161006,2.544836158,2.594880912
715,2.38400257,2.492958979,2.499607114
716,1.57453424,1.8931426,2.017574064
717,1.1857676289999999,1.206999313,1.233944416
718,1.34278425,1.5696277589999998,1.643596528
719,0.920277493,0.932256161,1.038260361
720,0.897701962,1.124845041,1.159914173
721,1.077499333,1.096751344,1.106112607
722,1.9828725729999999,2.028762117,2.095306163
723,1.3035708750000001,1.6852412860000001,1.7333157620000001
724,1.052563527,1.232360165,1.282078635
725,1.311443763,1.4374371049999999,1.491106037
726,1.6608197,1.866496187,1.936932364
727,2.368674506,2.3958126809999998,2.414724572
728,0.825356351,1.280388578,1.336854752
729,1.365907949,1.553760276,1.6226455880000001
730,1.598427611,1.9044912809999999,1.930238565
731,1.458210848,1.809151022,1.868042704
732,1.442714918,1.592083854,1.689577373
733,2.108007398,2.111882333,2.115802493
734,0.943147732,0.982340364,1.054895284
735,1.792107294,2.105519674,2.136409945
736,1.146652979,1.422985275,1.443943209
737,1.282845365,1.366853618,1.442445606
738,1.6494630689999998,1.7055262249999998,1.717816419
739,1.470049711,1.850802995,1.869952159
740,2.950911459,2.997637821,3.011991479
741,2.646101066,2.826455308,2.890052674
742,2.491994907,2.732714665,2.816280534
743,2.5230258,2.7242984420000003,2.779993315
744,2.684227883,2.908768751,2.965130985
745,1.842342277,1.969412916,2.062509404
746,1.484654773,1.578315028,1.691573182
747,1.573880221,1.749150242,1.812034663
748,1.555048424,1.6746578319999998,1.704104858
749,1.7078490689999999,1.882258812,1.95444387
750,1.262906135,1.523192194,1.560644511
751,1.562591297,1.6404199959999999,1.687962062
752,2.557490264,2.643774816,2.688297878
753,1.240623406,1.510588502,1.550610883
754,1.23784915,1.315028303,1.351263044
755,2.261298164,2.491501795,2.573798563
756,1.083419027,1.306794845,1.369388585
757,1.66402719,1.868363397,1.92382117
758,2.030230269,2.197033934,2.261769057
759,1.362428696,1.4714021640000001,1.498828845
760,1.284896509,1.41533619,1.4714373570000001
761,1.195891847,1.351583442,1.457988348
762,1.5280315629999999,1.66601266,1.770331984
763,0.866903658,0.943753121,0.952081894
764,1.536143641,1.949824377,1.964245891
765,1.071307178,1.24079454,1.249386847
766,2.076102009,2.237046102,2.265966499
767,1.2597061840000001,1.623108628,1.646318991
768,1.150214975,1.2066895579999999,1.30084678
769,2.079178401,2.362351796,2.454123769
770,2.198520149,2.256074559,2.268240418
771,2.915980023,3.050531364,3.105030192
772,3.008026191,3.07087691,3.110166801
773,2.937879952,3.002635079,3.062990607
774,3.130708608,3.167986896,3.193257121
775,2.763464482,3.034427269,3.065577449
776,1.4208442350000001,1.475459818,1.575312651
777,1.6967657200000001,1.881233913,1.9672376489999999
778,1.9294063380000002,1.9681950270000002,1.993035448
779,1.382144928,1.465296333,1.5299596819999999
780,2.053796432,2.282172292,2.342153415
781,1.649926631,2.067926924,2.085384925
782,1.627196088,1.694212713,1.7387334399999999
783,2.315305091,2.375099217,2.46251206
784,1.212611265,1.318852664,1.454983232
785,1.148849529,1.341670756,1.41296515
786,1.851082812,2.067782983,2.123577092
787,2.821300664,2.936489717,3.004981188
788,1.918444661,2.142181273,2.197442043
789,1.002022403,1.361961191,1.421158168
790,2.448612176,2.5277384290000002,2.53595671
791,1.491304208,1.8342489,1.906531272
792,1.023680479,1.050083089,1.0712308130000001
793,1.66712035,1.866647594,2.018472846
794,1.055146779,1.3574088610000001,1.393390674
795,1.044283822,1.520533371,1.5733656310000002
796,1.62086325,1.993139685,2.007330086
797,1.784860004,1.9045233110000002,1.94133246
798,2.567225386,2.625440825,2.66786385
799,3.373546121,3.443831489,3.474609825
800,1.099652526,1.580925162,1.721603613
801,1.042641288,1.886339411,1.898672236
802,2.991272833,3.248421863,3.333700869
803,1.726718406,2.105133096,2.22152775
804,3.062728674,3.277237181,3.386284975
805,3.081908764,3.643456912,3.665725319
806,3.616644211,3.652272836,3.676439227
807,1.335450108,1.477143952,1.6245295560000002
808,1.245933704,1.594644335,1.631989127
809,2.67585157,3.082242649,3.233703483
810,1.487376666,1.7231712099999998,1.745538103
811,1.596032837,1.889034644,1.96198421
812,1.142479435,1.202390444,1.221244865
813,3.000434084,3.142322035,3.193987762
814,1.758400654,1.962629349,2.000951444
815,1.664715913,1.9314674379999999,2.038131482
816,1.546831907,1.610403893,1.6938498100000001
817,1.085112165,1.126896503,1.163849639
818,2.668812812,2.823088217,2.852305553
819,1.8496273479999998,1.8911184479999998,1.940934457
820,2.499305824,2.852763065,2.895593916
821,1.901974437,2.111498522,2.119958265
822,1.269035264,1.478488211,1.5472344850000002
823,1.466411111,2.1000527,2.107015011
824,3.278210201,3.663251632,3.676467807
825,3.385091227,3.679300074,3.689069144
826,3.8662626810000003,3.957054093,3.969390918
827,3.238023276,3.5943018589999998,3.728993422
828,2.093079779,2.290300906,2.353209185
829,1.480878557,1.5668500079999998,1.601349746
830,1.9847427930000001,2.213689603,2.325590313
831,2.233977254,2.336594277,2.35410991
832,2.272129872,2.433593161,2.455345864
833,1.376262397,1.390314959,1.416197254
834,2.19476467,2.240481251,2.280199921
835,1.8395046179999999,1.89332985,1.937249862
836,1.203007591,1.449641065,1.524510058
837,1.543562195,1.6623171490000002,1.735736756
838,2.7650363430000002,2.888423825,2.9455326189999997
839,2.841833055,3.029205707,3.073686264
840,1.259263606,1.569892123,1.577665384
841,1.5056190200000001,1.7654639589999999,1.849416232
842,2.055961016,2.333411107,2.444949111
843,3.269161642,3.750996514,3.770854319
844,1.19151632,1.297569841,1.375163274
845,2.176264512,2.5248278429999997,2.572576217
846,1.644709983,1.6534064160000002,1.661248745
847,1.268018699,1.361736471,1.4259927700000001
848,1.124865541,1.145143101,1.168894861
849,1.785904665,2.248286337,2.289890176
850,3.884574799,4.040390987,4.130020007
851,3.923223329,3.990581015,4.024822593
852,3.461778339,3.954235209,3.961401623
853,2.332538306,2.845806541,2.86925089
854,1.974798437,2.509249122,2.652843185
855,1.226480044,1.439581784,1.554493762
856,2.401480717,2.450999197,2.476280764
857,1.308728151,1.7300497049999999,1.8429385090000001
858,1.914841546,1.981174154,2.008565559
859,1.369746371,1.868064953,2.02937869
860,2.775202746,2.965187001,3.165731714
861,1.924273204,2.04330993,2.220202819
862,1.112714553,1.417174024,1.450051094
863,1.316874609,1.874183205,1.942534497
864,1.776617548,1.809226132,1.837463805
865,3.131013901,3.328155599,3.395865351
866,2.6115910700000002,3.18387009,3.34432134
867,2.265918384,2.512409656,2.597920689
868,1.123740007,1.176716789,1.3614237710000001
869,3.428909972,3.549844579,3.623029489
870,2.231848763,2.338612958,2.382639756
871,1.924511732,2.00743666,2.023486624
872,1.7697276469999998,2.015760085,2.098933293
873,4.039526184,4.202169387,4.252119696
874,1.637767342,2.192222277,2.227992498
875,1.966243169,2.412328816,2.503919696
876,4.011100822,4.303819229,4.313986504
877,4.308423778,4.403240931,4.443965297
878,2.383593563,2.653922597,2.681054069
879,2.951715768,3.076850928,3.129154113
880,1.7757857719999999,2.0301218,2.105177803
881,1.842878143,1.8621166260000002,1.880405689
882,1.2741637049999999,1.29359462,1.3044238670000001
883,2.100326371,2.5465556449999998,2.565528276
884,1.645589013,2.046429827,2.139354492
885,1.415452854,1.5957082040000001,1.648034591
886,1.975031677,2.391300487,2.5170211179999997
887,1.528176835,1.7197853950000002,1.7388577600000001
888,1.613072713,2.248366222,2.282439501
889,1.110696541,1.238694921,1.32742053
890,2.608550561,2.698027907,2.717219867
891,1.664526008,1.875759159,2.010370979
892,1.809134284,2.44637093,2.471844617
893,1.486442596,2.025692503,2.056123151
894,1.653710234,1.778059098,1.8273336169999999
895,1.312933981,2.062815718,2.131009891
896,2.606678293,2.616513832,2.6294104259999997
897,4.2966758689999995,4.474556564,4.521837141
898,4.553702689,4.692005076,4.753081841
899,3.213898824,3.388258335,3.463612242
900,4.379050251,4.518414984,4.612071645
901,1.297220895,1.476960818,1.544456885
902,1.701993223,2.052831079,2.073747402
903,2.790202999,3.13777237,3.297547724
904,2.180500493,2.533041114,2.707980448
905,1.693117539,1.706349664,1.7137291970000001
906,2.168627929,2.74529111,2.769665057
907,3.538191539,3.61017688,3.644910485
908,1.234524052,1.270032796,1.326193721
909,3.43193048,3.787175627,3.813285307
910,3.916337322,4.025191951,4.094079569
911,2.923916063,3.022255621,3.074407344
912,1.930482301,2.30808359,2.3783267759999998
913,1.9797634670000002,2.120013749,2.211637546
914,1.147593174,1.184055784,1.207864268
915,1.277568312,1.413433572,1.523597558
916,2.493726901,2.561288643,2.594584868
917,2.231022153,2.71423059,2.743271107
918,1.455726922,1.679725513,1.732702137
919,4.595067655,4.833233956,4.935905211
920,3.207059695,3.376954004,3.409738176
921,4.8171735,4.866877535,4.891230165
922,4.394649616,4.953270491,4.988625926
923,2.5914839499999998,2.606637406,2.616799749
924,4.167335103,4.286468617,4.334416816
925,1.38251894,1.409668812,1.467527238
926,1.711373528,2.322740447,2.33964904
927,3.16830815,3.43586151,3.479719008
928,2.008955388,2.481010375,2.5207975449999998
929,3.487809195,4.088771732,4.114816884
930,4.810800371,4.948805507,4.993366502
931,2.331918225,2.506129887,2.5453725289999998
932,1.765293993,2.369106939,2.413772038
933,2.358299654,2.513665013,2.664779944
934,2.39531809,2.453309303,2.480386991
935,1.537346797,2.500147218,2.52096391
936,3.08992384,3.198491796,3.266461634
937,5.336579891,5.401893813,5.425167266
938,5.165635688,5.219306618,5.271113748
939,3.150230492,3.429595453,3.497927222
940,1.078749072,1.120015622,1.127257128
941,3.954590353,4.025985431,4.07452603
942,1.554580234,1.908464479,2.033623668
943,2.579383999,2.7828139480000003,2.914772355
944,3.547462915,3.725241242,3.835545651
945,3.303039118,3.473907756,3.497550707
946,4.561143602,4.88950134,4.950884994
947,3.372289545,3.4423094929999998,3.506374548
948,2.624608563,3.061517376,3.155570988
949,2.455047256,2.664758958,2.722664457
950,2.419037242,2.545785666,2.637864247
951,3.521504036,3.675418634,3.784292513
952,3.348852004,3.951266901,3.994006041
953,3.080785673,3.6531917480000002,3.684484372
954,4.609523578,5.152233159,5.196087431
955,4.969786071,5.20267293,5.279103272
956,3.756033525,4.298382879,4.321949332
957,3.843195577,4.079297372,4.109584626
958,3.936430483,4.136994262,4.227695638
959,2.7451209690000002,3.461804929,3.493932019
960,3.571072645,3.630977732,3.68899671
961,3.130669589,3.372075875,3.43160389
962,2.945847037,3.073311816,3.10945853
963,2.956005615,3.093386936,3.128980776
964,3.660244113,4.092998091,4.152346915
965,2.85895512,3.893881722,3.9312551190000002
966,1.453530351,1.695712361,1.728104792
967,1.526491402,2.375345279,2.447996271
968,2.009442691,2.95696505,2.989383426
969,2.580265799,2.807669656,2.856445114
970,5.300058601,5.840557599,5.854366175
971,5.649200209,5.817591887,5.873154194
972,3.170476848,3.83186642,3.912688867
973,2.461278319,2.4738816630000002,2.486805271
974,2.138713644,2.350360439,2.403562108
975,3.8429763660000003,4.07255441,4.121326248
976,1.472054667,1.707411612,1.808137095
977,1.9449568400000001,2.029951599,2.057374825
978,2.202231998,2.3257111,2.371129671
979,3.8867151939999998,4.163366635,4.294749785
980,2.685107608,3.211231392,3.225208442
981,1.498131591,1.855897692,1.944490591
982,1.4034251229999999,1.534062693,1.607436715
983,4.6115831,4.930769215,5.135089156
984,2.31270359,2.447139829,2.486862052
985,4.01689368,4.695554718,4.800866893
986,4.395062399,4.862709602,4.966446973
987,4.986207777,5.535310778,5.672544584
988,5.835404341,5.8994799,5.936539226
989,3.650914619,3.942058491,4.058065311
990,1.8350528640000001,2.224073456,2.375450305
991,2.315074766,2.635970543,2.660186643
992,3.446510881,3.710985486,3.819228874
993,2.90633606,3.113675848,3.167162061
994,2.826845125,3.006366881,3.123723956
995,2.381428924,2.544095639,2.579670794
996,1.366150796,1.808219823,1.830286893
997,2.009142074,2.257070296,2.45429846
998,2.60090911,2.722587172,2.757541012
999,2.570896662,3.396359166,3.40710125
1000,3.733470514,4.028698588,4.170942123
